pm2_5,city,co,pm10,level,o3,spider,rank,so2,date,aqi,no2
40 ,遵义,0.8 ,74 ,,47 ,aqi,114 ,19 ,2016-12-28,62 ,40 
38 ,遵义,0.8 ,74 ,,72 ,aqi,96 ,26 ,2016-12-29,62 ,38 
48 ,遵义,0.8 ,86 ,,75 ,aqi,84 ,22 ,2016-12-30,68 ,35 
74 ,遵义,1 ,119 ,,42 ,aqi,116 ,28 ,2016-12-31,99 ,48 
18 ,遵义,0.8 ,34 ,,35 ,aqi,40 ,4 ,2016-11-01,34 ,23 
38 ,遵义,1 ,60 ,,24 ,aqi,129 ,7 ,2016-11-02,55 ,29 
42 ,遵义,1.2 ,86 ,,25 ,aqi,151 ,16 ,2016-11-03,68 ,34 
52 ,遵义,1.2 ,104 ,,52 ,aqi,154 ,20 ,2016-11-04,77 ,41 
57 ,遵义,1 ,108 ,,23 ,aqi,110 ,14 ,2016-11-05,79 ,42 
52 ,遵义,0.8 ,80 ,,36 ,aqi,98 ,7 ,2016-11-06,72 ,33 
17 ,遵义,0.6 ,28 ,,49 ,aqi,15 ,3 ,2016-11-07,28 ,18 
9 ,遵义,0.5 ,16 ,,46 ,aqi,6 ,4 ,2016-11-08,23 ,18 
12 ,遵义,0.6 ,20 ,,35 ,aqi,77 ,5 ,2016-11-09,35 ,28 
19 ,遵义,0.8 ,47 ,,42 ,aqi,111 ,11 ,2016-11-10,47 ,31 
43 ,遵义,1.1 ,90 ,,22 ,aqi,214 ,16 ,2016-11-11,70 ,42 
38 ,遵义,0.8 ,72 ,,26 ,aqi,89 ,11 ,2016-11-12,61 ,36 
27 ,遵义,0.8 ,56 ,,22 ,aqi,55 ,10 ,2016-11-13,53 ,28 
33 ,遵义,0.8 ,60 ,,49 ,aqi,64 ,12 ,2016-11-14,55 ,31 
48 ,遵义,1 ,90 ,,15 ,aqi,137 ,17 ,2016-11-15,70 ,42 
35 ,遵义,0.9 ,68 ,,18 ,aqi,90 ,10 ,2016-11-16,59 ,31 
27 ,遵义,0.9 ,60 ,,22 ,aqi,76 ,8 ,2016-11-17,55 ,31 
38 ,遵义,1.2 ,84 ,,38 ,aqi,104 ,12 ,2016-11-18,67 ,39 
69 ,遵义,1 ,119 ,,53 ,aqi,217 ,14 ,2016-11-19,93 ,40 
68 ,遵义,0.9 ,118 ,,48 ,aqi,261 ,12 ,2016-11-20,92 ,36 
38 ,遵义,0.8 ,74 ,,55 ,aqi,208 ,6 ,2016-11-21,62 ,27 
34 ,遵义,0.8 ,56 ,,40 ,aqi,267 ,5 ,2016-11-22,53 ,23 
12 ,遵义,0.5 ,24 ,,23 ,aqi,30 ,4 ,2016-11-23,24 ,19 
18 ,遵义,0.6 ,32 ,,28 ,aqi,42 ,5 ,2016-11-24,32 ,19 
23 ,遵义,0.8 ,37 ,,19 ,aqi,45 ,8 ,2016-11-25,37 ,27 
20 ,遵义,0.8 ,37 ,,54 ,aqi,51 ,11 ,2016-11-26,37 ,24 
46 ,遵义,1.1 ,86 ,,52 ,aqi,120 ,22 ,2016-11-27,68 ,41 
34 ,遵义,0.7 ,76 ,,70 ,aqi,88 ,18 ,2016-11-28,63 ,38 
34 ,遵义,0.7 ,57 ,,48 ,aqi,47 ,10 ,2016-11-29,54 ,39 
39 ,遵义,0.8 ,61 ,,36 ,aqi,60 ,11 ,2016-11-30,56 ,31 
48 ,遵义,0.5 ,82 ,,42 ,aqi,218 ,3 ,2016-10-01,67 ,30 
62 ,遵义,0.6 ,105 ,,89 ,aqi,285 ,4 ,2016-10-02,84 ,34 
60 ,遵义,0.6 ,106 ,,107 ,aqi,267 ,6 ,2016-10-03,82 ,36 
55 ,遵义,0.5 ,98 ,,116 ,aqi,257 ,8 ,2016-10-04,75 ,43 
51 ,遵义,0.4 ,92 ,,125 ,aqi,230 ,6 ,2016-10-05,71 ,38 
62 ,遵义,0.5 ,112 ,,143 ,aqi,307 ,7 ,2016-10-06,86 ,39 
85 ,遵义,0.6 ,125 ,,104 ,aqi,355 ,6 ,2016-10-07,113 ,34 
50 ,遵义,0.6 ,71 ,,52 ,aqi,291 ,2 ,2016-10-08,69 ,26 
50 ,遵义,0.5 ,83 ,,91 ,aqi,274 ,4 ,2016-10-09,69 ,31 
51 ,遵义,0.6 ,78 ,,72 ,aqi,259 ,2 ,2016-10-10,70 ,27 
53 ,遵义,0.6 ,77 ,,72 ,aqi,274 ,3 ,2016-10-11,73 ,27 
56 ,遵义,0.7 ,87 ,,34 ,aqi,259 ,4 ,2016-10-12,77 ,36 
44 ,遵义,0.9 ,76 ,,34 ,aqi,179 ,3 ,2016-10-13,63 ,36 
45 ,遵义,0.8 ,76 ,,39 ,aqi,174 ,4 ,2016-10-14,63 ,28 
52 ,遵义,0.8 ,84 ,,38 ,aqi,228 ,5 ,2016-10-15,72 ,32 
29 ,遵义,0.8 ,50 ,,10 ,aqi,71 ,4 ,2016-10-16,50 ,26 
25 ,遵义,1 ,42 ,,22 ,aqi,47 ,5 ,2016-10-17,42 ,29 
33 ,遵义,0.8 ,64 ,,42 ,aqi,131 ,6 ,2016-10-18,57 ,30 
32 ,遵义,0.8 ,57 ,,42 ,aqi,126 ,9 ,2016-10-19,54 ,29 
22 ,遵义,0.8 ,42 ,,23 ,aqi,85 ,4 ,2016-10-20,42 ,32 
22 ,遵义,0.9 ,45 ,,38 ,aqi,152 ,4 ,2016-10-21,45 ,30 
25 ,遵义,0.8 ,52 ,,51 ,aqi,212 ,6 ,2016-10-22,51 ,22 
26 ,遵义,0.7 ,53 ,,58 ,aqi,236 ,3 ,2016-10-23,52 ,19 
35 ,遵义,0.8 ,65 ,,80 ,aqi,242 ,5 ,2016-10-24,58 ,22 
40 ,遵义,0.8 ,77 ,,74 ,aqi,236 ,8 ,2016-10-25,64 ,24 
32 ,遵义,0.6 ,72 ,,70 ,aqi,228 ,13 ,2016-10-26,61 ,25 
28 ,遵义,0.6 ,69 ,,68 ,aqi,262 ,12 ,2016-10-27,60 ,23 
17 ,遵义,0.7 ,27 ,,45 ,aqi,18 ,2 ,2016-10-28,27 ,15 
7 ,遵义,0.6 ,16 ,,44 ,aqi,9 ,2 ,2016-10-29,23 ,18 
10 ,遵义,0.8 ,17 ,,44 ,aqi,7 ,3 ,2016-10-30,25 ,20 
10 ,遵义,0.8 ,21 ,,24 ,aqi,9 ,5 ,2016-10-31,28 ,22 
35 ,遵义,0.8 ,54 ,,93 ,aqi,132 ,6 ,2016-09-01,52 ,24 
49 ,遵义,0.9 ,88 ,,131 ,aqi,211 ,10 ,2016-09-02,76 ,40 
56 ,遵义,0.9 ,113 ,,117 ,aqi,219 ,12 ,2016-09-03,82 ,46 
58 ,遵义,0.8 ,91 ,,81 ,aqi,202 ,11 ,2016-09-04,79 ,36 
64 ,遵义,0.9 ,90 ,,85 ,aqi,242 ,10 ,2016-09-05,87 ,30 
54 ,遵义,0.9 ,76 ,,80 ,aqi,241 ,6 ,2016-09-06,74 ,31 
60 ,遵义,1.1 ,98 ,,57 ,aqi,289 ,11 ,2016-09-07,82 ,36 
52 ,遵义,0.8 ,92 ,,26 ,aqi,183 ,8 ,2016-09-08,72 ,36 
26 ,遵义,0.6 ,38 ,,27 ,aqi,58 ,6 ,2016-09-09,38 ,27 
30 ,遵义,0.6 ,54 ,,97 ,aqi,132 ,6 ,2016-09-10,52 ,25 
56 ,遵义,0.5 ,98 ,,114 ,aqi,262 ,9 ,2016-09-11,77 ,38 
57 ,遵义,0.6 ,110 ,,126 ,aqi,246 ,10 ,2016-09-12,80 ,40 
57 ,遵义,0.6 ,106 ,,117 ,aqi,240 ,8 ,2016-09-13,78 ,40 
64 ,遵义,0.6 ,114 ,,116 ,aqi,260 ,5 ,2016-09-14,87 ,34 
57 ,遵义,0.4 ,82 ,,120 ,aqi,258 ,3 ,2016-09-15,78 ,20 
36 ,遵义,0.6 ,54 ,,96 ,aqi,159 ,4 ,2016-09-16,52 ,21 
60 ,遵义,0.6 ,98 ,,133 ,aqi,300 ,5 ,2016-09-17,82 ,37 
65 ,遵义,0.5 ,110 ,,131 ,aqi,328 ,6 ,2016-09-18,88 ,43 
69 ,遵义,0.4 ,112 ,,108 ,aqi,350 ,5 ,2016-09-19,93 ,42 
84 ,遵义,0.6 ,114 ,,76 ,aqi,361 ,4 ,2016-09-20,112 ,40 
78 ,遵义,0.6 ,107 ,,90 ,aqi,303 ,4 ,2016-09-21,104 ,34 
64 ,遵义,0.6 ,106 ,,111 ,aqi,227 ,7 ,2016-09-22,87 ,34 
78 ,遵义,0.7 ,126 ,,104 ,aqi,278 ,10 ,2016-09-23,104 ,45 
84 ,遵义,0.8 ,129 ,,120 ,aqi,296 ,7 ,2016-09-24,112 ,38 
63 ,遵义,0.6 ,96 ,,88 ,aqi,226 ,6 ,2016-09-25,85 ,26 
51 ,遵义,0.6 ,84 ,,81 ,aqi,191 ,6 ,2016-09-26,70 ,28 
36 ,遵义,0.5 ,50 ,,71 ,aqi,147 ,2 ,2016-09-27,52 ,15 
33 ,遵义,0.5 ,54 ,,70 ,aqi,206 ,4 ,2016-09-28,52 ,18 
30 ,遵义,0.6 ,54 ,,54 ,aqi,188 ,3 ,2016-09-29,52 ,26 
42 ,遵义,0.7 ,75 ,,47 ,aqi,212 ,3 ,2016-09-30,63 ,34 
24 ,遵义,0.8 ,61 ,,97 ,aqi,169 ,8 ,2016-08-01,56 ,33 
26 ,遵义,0.9 ,56 ,,108 ,aqi,186 ,6 ,2016-08-02,57 ,26 
12 ,遵义,0.7 ,21 ,,45 ,aqi,35 ,2 ,2016-08-03,30 ,24 
6 ,遵义,0.7 ,10 ,,40 ,aqi,4 ,4 ,2016-08-04,24 ,19 
13 ,遵义,0.8 ,22 ,,24 ,aqi,38 ,2 ,2016-08-05,33 ,26 
16 ,遵义,1 ,25 ,,68 ,aqi,39 ,3 ,2016-08-06,34 ,22 
15 ,遵义,1 ,31 ,,96 ,aqi,153 ,3 ,2016-08-07,48 ,23 
26 ,遵义,1.2 ,55 ,,104 ,aqi,183 ,4 ,2016-08-08,54 ,34 
27 ,遵义,1 ,55 ,,122 ,aqi,261 ,4 ,2016-08-09,69 ,32 
17 ,遵义,1 ,42 ,,81 ,aqi,76 ,3 ,2016-08-10,42 ,29 
14 ,遵义,0.9 ,34 ,,70 ,aqi,35 ,4 ,2016-08-11,35 ,26 
15 ,遵义,0.9 ,40 ,,61 ,aqi,69 ,4 ,2016-08-12,40 ,32 
16 ,遵义,0.9 ,38 ,,62 ,aqi,61 ,4 ,2016-08-13,38 ,28 
18 ,遵义,0.8 ,41 ,,71 ,aqi,80 ,4 ,2016-08-14,41 ,26 
14 ,遵义,0.8 ,28 ,,58 ,aqi,24 ,3 ,2016-08-15,30 ,24 
16 ,遵义,0.8 ,37 ,,82 ,aqi,76 ,6 ,2016-08-16,41 ,24 
27 ,遵义,1 ,67 ,,98 ,aqi,145 ,5 ,2016-08-17,59 ,35 
36 ,遵义,1 ,75 ,,87 ,aqi,206 ,6 ,2016-08-18,63 ,38 
40 ,遵义,1 ,72 ,,72 ,aqi,202 ,5 ,2016-08-19,61 ,35 
32 ,遵义,1 ,63 ,,81 ,aqi,178 ,5 ,2016-08-20,57 ,31 
38 ,遵义,1 ,84 ,,102 ,aqi,193 ,8 ,2016-08-21,67 ,33 
45 ,遵义,1 ,87 ,,97 ,aqi,184 ,5 ,2016-08-22,69 ,30 
53 ,遵义,1 ,89 ,,109 ,aqi,195 ,5 ,2016-08-23,73 ,26 
63 ,遵义,1 ,117 ,,124 ,aqi,228 ,7 ,2016-08-24,85 ,39 
74 ,遵义,1 ,135 ,,168 ,aqi,316 ,11 ,2016-08-25,108 ,46 
54 ,遵义,0.9 ,106 ,,62 ,aqi,328 ,6 ,2016-08-26,78 ,36 
36 ,遵义,0.8 ,47 ,,58 ,aqi,119 ,5 ,2016-08-27,52 ,20 
36 ,遵义,0.8 ,62 ,,83 ,aqi,122 ,8 ,2016-08-28,56 ,30 
40 ,遵义,0.8 ,79 ,,120 ,aqi,160 ,9 ,2016-08-29,67 ,35 
50 ,遵义,0.8 ,82 ,,80 ,aqi,155 ,9 ,2016-08-30,69 ,40 
52 ,遵义,1 ,70 ,,44 ,aqi,173 ,5 ,2016-08-31,72 ,32 
22 ,遵义,0.7 ,55 ,,80 ,aqi,196 ,4 ,2016-07-01,53 ,24 
44 ,遵义,0.7 ,74 ,,120 ,aqi,214 ,8 ,2016-07-02,67 ,37 
44 ,遵义,0.7 ,68 ,,55 ,aqi,208 ,4 ,2016-07-03,62 ,33 
28 ,遵义,0.7 ,38 ,,93 ,aqi,145 ,4 ,2016-07-04,47 ,20 
23 ,遵义,0.7 ,36 ,,68 ,aqi,80 ,4 ,2016-07-05,36 ,18 
30 ,遵义,0.6 ,42 ,,38 ,aqi,115 ,4 ,2016-07-06,43 ,19 
45 ,遵义,0.6 ,65 ,,62 ,aqi,215 ,6 ,2016-07-07,63 ,24 
44 ,遵义,0.7 ,63 ,,78 ,aqi,214 ,5 ,2016-07-08,62 ,24 
30 ,遵义,0.7 ,56 ,,81 ,aqi,177 ,5 ,2016-07-09,53 ,26 
29 ,遵义,0.7 ,56 ,,81 ,aqi,163 ,4 ,2016-07-10,53 ,24 
21 ,遵义,0.7 ,39 ,,100 ,aqi,151 ,6 ,2016-07-11,50 ,19 
35 ,遵义,0.8 ,71 ,,98 ,aqi,211 ,5 ,2016-07-12,61 ,28 
20 ,遵义,0.6 ,32 ,,87 ,aqi,117 ,4 ,2016-07-13,44 ,19 
16 ,遵义,0.7 ,30 ,,84 ,aqi,106 ,5 ,2016-07-14,42 ,16 
8 ,遵义,0.7 ,25 ,,120 ,aqi,275 ,6 ,2016-07-15,67 ,22 
22 ,遵义,0.8 ,58 ,,84 ,aqi,160 ,6 ,2016-07-16,54 ,38 
20 ,遵义,0.7 ,45 ,,46 ,aqi,95 ,5 ,2016-07-17,45 ,27 
17 ,遵义,0.7 ,41 ,,54 ,aqi,89 ,7 ,2016-07-18,41 ,22 
18 ,遵义,0.8 ,34 ,,26 ,aqi,51 ,6 ,2016-07-19,34 ,27 
21 ,遵义,0.9 ,40 ,,92 ,aqi,160 ,7 ,2016-07-20,46 ,25 
14 ,遵义,0.7 ,38 ,,60 ,aqi,73 ,10 ,2016-07-21,38 ,20 
15 ,遵义,0.6 ,43 ,,66 ,aqi,92 ,9 ,2016-07-22,43 ,23 
15 ,遵义,0.7 ,45 ,,69 ,aqi,84 ,8 ,2016-07-23,45 ,24 
18 ,遵义,0.6 ,43 ,,86 ,aqi,63 ,6 ,2016-07-24,43 ,23 
24 ,遵义,0.8 ,62 ,,110 ,aqi,151 ,10 ,2016-07-25,59 ,27 
26 ,遵义,0.8 ,64 ,,116 ,aqi,163 ,11 ,2016-07-26,64 ,31 
34 ,遵义,0.8 ,80 ,,112 ,aqi,162 ,10 ,2016-07-27,65 ,35 
27 ,遵义,0.8 ,53 ,,92 ,aqi,82 ,11 ,2016-07-28,52 ,28 
19 ,遵义,0.8 ,47 ,,66 ,aqi,73 ,9 ,2016-07-29,47 ,27 
21 ,遵义,0.8 ,64 ,,85 ,aqi,114 ,11 ,2016-07-30,57 ,32 
26 ,遵义,0.8 ,65 ,,90 ,aqi,159 ,8 ,2016-07-31,58 ,36 
48 ,遵义,0.8 ,84 ,,106 ,aqi,215 ,6 ,2016-06-01,67 ,28 
37 ,遵义,0.9 ,60 ,,78 ,aqi,133 ,5 ,2016-06-02,55 ,23 
39 ,遵义,1 ,66 ,,113 ,aqi,171 ,7 ,2016-06-03,61 ,30 
51 ,遵义,0.8 ,94 ,,94 ,aqi,200 ,4 ,2016-06-04,72 ,36 
45 ,遵义,0.8 ,90 ,,147 ,aqi,265 ,6 ,2016-06-05,90 ,37 
56 ,遵义,0.8 ,109 ,,148 ,aqi,258 ,8 ,2016-06-06,90 ,36 
46 ,遵义,0.7 ,81 ,,100 ,aqi,135 ,5 ,2016-06-07,66 ,33 
43 ,遵义,0.7 ,75 ,,130 ,aqi,191 ,4 ,2016-06-08,75 ,29 
44 ,遵义,0.7 ,77 ,,92 ,aqi,152 ,4 ,2016-06-09,64 ,26 
46 ,遵义,0.7 ,68 ,,63 ,aqi,172 ,2 ,2016-06-10,64 ,23 
32 ,遵义,0.7 ,42 ,,56 ,aqi,115 ,2 ,2016-06-11,46 ,24 
40 ,遵义,0.8 ,70 ,,48 ,aqi,184 ,5 ,2016-06-12,60 ,34 
43 ,遵义,0.8 ,81 ,,90 ,aqi,158 ,4 ,2016-06-13,66 ,37 
49 ,遵义,0.9 ,89 ,,56 ,aqi,219 ,6 ,2016-06-14,70 ,42 
38 ,遵义,0.6 ,52 ,,72 ,aqi,147 ,4 ,2016-06-15,54 ,24 
38 ,遵义,0.7 ,80 ,,138 ,aqi,197 ,8 ,2016-06-16,82 ,33 
50 ,遵义,0.8 ,102 ,,90 ,aqi,178 ,8 ,2016-06-17,76 ,43 
49 ,遵义,0.9 ,86 ,,63 ,aqi,184 ,7 ,2016-06-18,68 ,32 
50 ,遵义,1 ,69 ,,28 ,aqi,214 ,5 ,2016-06-19,69 ,33 
53 ,遵义,1 ,78 ,,76 ,aqi,229 ,7 ,2016-06-20,73 ,33 
48 ,遵义,0.9 ,75 ,,44 ,aqi,214 ,9 ,2016-06-21,67 ,36 
37 ,遵义,0.9 ,62 ,,51 ,aqi,169 ,8 ,2016-06-22,56 ,32 
30 ,遵义,0.8 ,58 ,,68 ,aqi,180 ,8 ,2016-06-23,54 ,24 
30 ,遵义,0.7 ,46 ,,66 ,aqi,130 ,6 ,2016-06-24,46 ,20 
28 ,遵义,0.7 ,36 ,,94 ,aqi,125 ,3 ,2016-06-25,47 ,18 
43 ,遵义,1 ,67 ,,91 ,aqi,171 ,5 ,2016-06-26,60 ,28 
32 ,遵义,0.8 ,44 ,,62 ,aqi,91 ,4 ,2016-06-27,46 ,22 
22 ,遵义,1 ,24 ,,28 ,aqi,44 ,4 ,2016-06-28,32 ,24 
50 ,遵义,0.9 ,76 ,,57 ,aqi,222 ,6 ,2016-06-29,69 ,29 
37 ,遵义,0.6 ,61 ,,64 ,aqi,197 ,7 ,2016-06-30,56 ,26 
44 ,遵义,0.9 ,76 ,,69 ,aqi,99 ,6 ,2016-05-01,63 ,33 
48 ,遵义,0.8 ,79 ,,107 ,aqi,174 ,5 ,2016-05-02,67 ,29 
57 ,遵义,0.8 ,91 ,,96 ,aqi,256 ,5 ,2016-05-03,78 ,28 
46 ,遵义,0.7 ,72 ,,108 ,aqi,117 ,4 ,2016-05-04,64 ,26 
60 ,遵义,0.9 ,106 ,,142 ,aqi,250 ,7 ,2016-05-05,85 ,36 
68 ,遵义,0.8 ,109 ,,107 ,aqi,230 ,5 ,2016-05-06,92 ,34 
35 ,遵义,0.7 ,49 ,,92 ,aqi,92 ,3 ,2016-05-07,50 ,28 
28 ,遵义,0.8 ,37 ,,67 ,aqi,47 ,3 ,2016-05-08,40 ,21 
27 ,遵义,0.7 ,46 ,,102 ,aqi,89 ,4 ,2016-05-09,52 ,22 
36 ,遵义,0.8 ,74 ,,136 ,aqi,207 ,7 ,2016-05-10,80 ,39 
44 ,遵义,0.9 ,91 ,,139 ,aqi,140 ,13 ,2016-05-11,83 ,37 
53 ,遵义,0.9 ,95 ,,136 ,aqi,142 ,10 ,2016-05-12,80 ,34 
76 ,遵义,0.9 ,91 ,,108 ,aqi,326 ,3 ,2016-05-13,102 ,22 
42 ,遵义,0.9 ,52 ,,92 ,aqi,141 ,4 ,2016-05-14,59 ,20 
28 ,遵义,0.4 ,76 ,,135 ,aqi,341 ,4 ,2016-05-15,80 ,21 
44 ,遵义,0.6 ,97 ,,124 ,aqi,181 ,8 ,2016-05-16,74 ,37 
40 ,遵义,0.6 ,89 ,,96 ,aqi,89 ,8 ,2016-05-17,70 ,39 
54 ,遵义,0.7 ,80 ,,63 ,aqi,101 ,4 ,2016-05-18,74 ,35 
39 ,遵义,0.7 ,55 ,,58 ,aqi,51 ,3 ,2016-05-19,55 ,34 
54 ,遵义,0.8 ,81 ,,87 ,aqi,190 ,5 ,2016-05-20,74 ,41 
33 ,遵义,0.7 ,48 ,,104 ,aqi,146 ,3 ,2016-05-21,54 ,29 
42 ,遵义,0.5 ,51 ,,79 ,aqi,190 ,2 ,2016-05-22,59 ,28 
51 ,遵义,0.6 ,82 ,,55 ,aqi,202 ,4 ,2016-05-23,70 ,40 
52 ,遵义,0.7 ,69 ,,56 ,aqi,178 ,5 ,2016-05-24,72 ,33 
43 ,遵义,0.7 ,62 ,,53 ,aqi,151 ,8 ,2016-05-25,60 ,23 
35 ,遵义,0.5 ,47 ,,67 ,aqi,108 ,4 ,2016-05-26,50 ,19 
28 ,遵义,0.6 ,36 ,,61 ,aqi,57 ,3 ,2016-05-27,40 ,21 
35 ,遵义,0.7 ,54 ,,50 ,aqi,136 ,3 ,2016-05-28,52 ,27 
50 ,遵义,0.8 ,78 ,,111 ,aqi,181 ,4 ,2016-05-29,69 ,30 
46 ,遵义,1 ,72 ,,72 ,aqi,141 ,8 ,2016-05-30,64 ,30 
38 ,遵义,0.7 ,69 ,,83 ,aqi,138 ,6 ,2016-05-31,60 ,28 
63 ,遵义,1.2 ,101 ,,55 ,aqi,167 ,12 ,2016-04-01,85 ,39 
62 ,遵义,1.2 ,91 ,,87 ,aqi,202 ,8 ,2016-04-02,84 ,46 
54 ,遵义,1 ,74 ,,106 ,aqi,291 ,8 ,2016-04-03,74 ,38 
21 ,遵义,0.9 ,35 ,,72 ,aqi,16 ,4 ,2016-04-04,36 ,27 
31 ,遵义,1 ,53 ,,60 ,aqi,85 ,4 ,2016-04-05,52 ,34 
26 ,遵义,1 ,48 ,,48 ,aqi,97 ,4 ,2016-04-06,48 ,35 
21 ,遵义,0.9 ,39 ,,57 ,aqi,85 ,6 ,2016-04-07,49 ,39 
20 ,遵义,1 ,37 ,,58 ,aqi,76 ,6 ,2016-04-08,50 ,40 
16 ,遵义,0.8 ,30 ,,46 ,aqi,66 ,4 ,2016-04-09,45 ,36 
21 ,遵义,0.9 ,44 ,,67 ,aqi,54 ,7 ,2016-04-10,48 ,38 
23 ,遵义,0.9 ,58 ,,77 ,aqi,74 ,6 ,2016-04-11,54 ,40 
24 ,遵义,1 ,47 ,,55 ,aqi,40 ,4 ,2016-04-12,49 ,39 
30 ,遵义,0.9 ,50 ,,74 ,aqi,45 ,5 ,2016-04-13,50 ,35 
32 ,遵义,0.9 ,54 ,,55 ,aqi,60 ,5 ,2016-04-14,52 ,35 
28 ,遵义,1 ,50 ,,58 ,aqi,56 ,4 ,2016-04-15,50 ,34 
21 ,遵义,0.5 ,54 ,,116 ,aqi,199 ,5 ,2016-04-16,64 ,30 
25 ,遵义,0.7 ,50 ,,86 ,aqi,92 ,3 ,2016-04-17,50 ,32 
24 ,遵义,0.6 ,63 ,,88 ,aqi,123 ,4 ,2016-04-18,57 ,30 
29 ,遵义,0.6 ,68 ,,70 ,aqi,90 ,5 ,2016-04-19,59 ,26 
30 ,遵义,0.6 ,52 ,,92 ,aqi,81 ,4 ,2016-04-20,51 ,28 
43 ,遵义,0.8 ,80 ,,58 ,aqi,140 ,7 ,2016-04-21,65 ,48 
41 ,遵义,0.7 ,65 ,,47 ,aqi,102 ,4 ,2016-04-22,58 ,42 
26 ,遵义,0.6 ,40 ,,88 ,aqi,51 ,4 ,2016-04-23,44 ,28 
23 ,遵义,0.6 ,37 ,,52 ,aqi,32 ,2 ,2016-04-24,40 ,32 
28 ,遵义,0.7 ,40 ,,56 ,aqi,29 ,4 ,2016-04-25,40 ,30 
28 ,遵义,0.7 ,58 ,,76 ,aqi,113 ,5 ,2016-04-26,54 ,34 
45 ,遵义,0.8 ,87 ,,115 ,aqi,171 ,9 ,2016-04-27,69 ,42 
43 ,遵义,0.7 ,83 ,,50 ,aqi,113 ,6 ,2016-04-28,67 ,48 
35 ,遵义,0.6 ,63 ,,79 ,aqi,48 ,4 ,2016-04-29,57 ,34 
48 ,遵义,0.8 ,82 ,,70 ,aqi,88 ,7 ,2016-04-30,67 ,40 
55 ,遵义,1.1 ,106 ,,102 ,aqi,158 ,36 ,2016-03-01,78 ,53 
70 ,遵义,1.1 ,114 ,,113 ,aqi,167 ,35 ,2016-03-02,94 ,53 
96 ,遵义,1 ,118 ,,90 ,aqi,258 ,16 ,2016-03-03,127 ,38 
70 ,遵义,1 ,98 ,,73 ,aqi,160 ,16 ,2016-03-04,94 ,32 
32 ,遵义,0.8 ,49 ,,95 ,aqi,28 ,12 ,2016-03-05,49 ,26 
34 ,遵义,0.9 ,53 ,,88 ,aqi,25 ,14 ,2016-03-06,52 ,23 
58 ,遵义,0.9 ,89 ,,90 ,aqi,159 ,16 ,2016-03-07,79 ,33 
45 ,遵义,0.9 ,60 ,,92 ,aqi,209 ,9 ,2016-03-08,63 ,28 
13 ,遵义,0.7 ,22 ,,62 ,aqi,28 ,4 ,2016-03-09,31 ,21 
20 ,遵义,0.7 ,31 ,,86 ,aqi,107 ,5 ,2016-03-10,43 ,18 
42 ,遵义,0.9 ,57 ,,76 ,aqi,141 ,9 ,2016-03-11,59 ,21 
60 ,遵义,1.1 ,82 ,,64 ,aqi,197 ,11 ,2016-03-12,82 ,30 
54 ,遵义,1 ,78 ,,51 ,aqi,196 ,19 ,2016-03-13,74 ,32 
57 ,遵义,1 ,100 ,,94 ,aqi,156 ,26 ,2016-03-14,78 ,40 
57 ,遵义,0.9 ,91 ,,96 ,aqi,141 ,18 ,2016-03-15,78 ,28 
65 ,遵义,1.1 ,88 ,,68 ,aqi,171 ,9 ,2016-03-16,88 ,28 
49 ,遵义,1.2 ,76 ,,51 ,aqi,104 ,13 ,2016-03-17,68 ,40 
64 ,遵义,1.3 ,97 ,,109 ,aqi,157 ,15 ,2016-03-18,87 ,39 
65 ,遵义,1.1 ,103 ,,86 ,aqi,167 ,15 ,2016-03-19,88 ,35 
43 ,遵义,1.1 ,67 ,,82 ,aqi,64 ,8 ,2016-03-20,60 ,30 
25 ,遵义,1.1 ,37 ,,76 ,aqi,12 ,5 ,2016-03-21,38 ,28 
16 ,遵义,1 ,26 ,,58 ,aqi,13 ,7 ,2016-03-22,32 ,25 
21 ,遵义,0.9 ,34 ,,79 ,aqi,50 ,5 ,2016-03-23,40 ,26 
58 ,遵义,0.8 ,82 ,,101 ,aqi,308 ,6 ,2016-03-24,79 ,26 
56 ,遵义,1 ,78 ,,116 ,aqi,264 ,10 ,2016-03-25,77 ,30 
52 ,遵义,1.1 ,82 ,,86 ,aqi,165 ,14 ,2016-03-26,72 ,45 
51 ,遵义,1 ,82 ,,66 ,aqi,138 ,14 ,2016-03-27,70 ,38 
53 ,遵义,1 ,84 ,,58 ,aqi,117 ,19 ,2016-03-28,73 ,35 
70 ,遵义,1.1 ,99 ,,48 ,aqi,257 ,9 ,2016-03-29,94 ,42 
37 ,遵义,1 ,64 ,,106 ,aqi,47 ,10 ,2016-03-30,57 ,36 
60 ,遵义,1.2 ,92 ,,48 ,aqi,180 ,14 ,2016-03-31,82 ,50 
50 ,遵义,1.2 ,58 ,,62 ,aqi,150 ,24 ,2016-02-01,69 ,26 
68 ,遵义,1 ,77 ,,66 ,aqi,172 ,27 ,2016-02-02,92 ,25 
60 ,遵义,0.8 ,70 ,,66 ,aqi,128 ,26 ,2016-02-03,82 ,25 
77 ,遵义,1.1 ,100 ,,58 ,aqi,230 ,38 ,2016-02-04,103 ,39 
58 ,遵义,1.2 ,78 ,,61 ,aqi,203 ,32 ,2016-02-05,79 ,34 
58 ,遵义,1.1 ,70 ,,75 ,aqi,250 ,30 ,2016-02-06,79 ,32 
80 ,遵义,1.2 ,86 ,,92 ,aqi,264 ,42 ,2016-02-07,107 ,34 
